,time,thscode,netAssetValue
0,2017-04-28,001629.OF,0.6554
1,2017-05-31,001629.OF,0.6265
2,2017-06-30,001629.OF,0.6628
3,2017-07-31,001629.OF,0.6329
4,2017-08-31,001629.OF,0.6827
5,2017-09-29,001629.OF,0.7009
6,2017-10-31,001629.OF,0.7183
7,2017-11-30,001629.OF,0.6869
8,2017-12-29,001629.OF,0.6833
9,2018-01-31,001629.OF,0.6688
10,2018-02-28,001629.OF,0.6828
11,2018-03-30,001629.OF,0.7541
12,2018-04-27,001629.OF,0.7261
13,2018-05-31,001629.OF,0.6837
14,2018-06-29,001629.OF,0.638
15,2018-07-31,001629.OF,0.6276
16,2018-08-31,001629.OF,0.6124
17,2018-09-28,001629.OF,0.5911
18,2018-10-31,001629.OF,0.5156
19,2018-11-30,001629.OF,0.5406
20,2018-12-28,001629.OF,0.512
21,2019-01-31,001629.OF,0.5312
22,2019-02-28,001629.OF,0.6616
23,2019-03-29,001629.OF,0.753
24,2019-04-30,001629.OF,0.7074
25,2019-05-31,001629.OF,0.6584
26,2019-06-28,001629.OF,0.6841
27,2019-07-31,001629.OF,0.6817
28,2019-08-30,001629.OF,0.7094
29,2019-09-30,001629.OF,0.7292
30,2019-10-31,001629.OF,0.7294
31,2019-11-29,001629.OF,0.7162
32,2019-12-31,001629.OF,0.7611
33,2020-01-23,001629.OF,0.8186
34,2020-02-28,001629.OF,0.9
35,2020-03-31,001629.OF,0.7946
36,2020-04-30,001629.OF,0.8592
37,2020-05-29,001629.OF,0.83
38,2020-06-30,001629.OF,0.9251
39,2020-07-31,001629.OF,1.0092
40,2020-08-31,001629.OF,1.002
41,2020-09-30,001629.OF,0.922
42,2020-10-30,001629.OF,0.9163
43,2020-11-30,001629.OF,0.9034
44,2020-12-31,001629.OF,0.9188
45,2021-01-29,001629.OF,0.9185
46,2021-02-26,001629.OF,0.884
47,2021-03-31,001629.OF,0.8594
48,2021-04-30,001629.OF,0.865
49,2021-05-31,001629.OF,0.931
50,2021-06-30,001629.OF,0.9582
51,2021-07-30,001629.OF,0.92
52,2021-08-31,001629.OF,0.8755
53,2021-09-30,001629.OF,0.8763
54,2021-10-29,001629.OF,0.8802
55,2021-11-30,001629.OF,0.9129
56,2021-12-31,001629.OF,0.91
57,2022-01-28,001629.OF,0.8262
58,2022-02-28,001629.OF,0.8264
59,2022-03-01,001629.OF,0.8264
