,time,thscode,netAssetValue
0,2017-04-28,050002.OF,1.2238
1,2017-05-31,050002.OF,1.2366
2,2017-06-30,050002.OF,1.3144
3,2017-07-31,050002.OF,1.3587
4,2017-08-31,050002.OF,1.3855
5,2017-09-29,050002.OF,1.3989
6,2017-10-31,050002.OF,1.4538
7,2017-11-30,050002.OF,1.4676
8,2017-12-29,050002.OF,1.4836
9,2018-01-31,050002.OF,1.5812
10,2018-02-28,050002.OF,1.4986
11,2018-03-30,050002.OF,1.4315
12,2018-04-27,050002.OF,1.3827
13,2018-05-31,050002.OF,1.3909
14,2018-06-29,050002.OF,1.3319
15,2018-07-31,050002.OF,1.3457
16,2018-08-31,050002.OF,1.2832
17,2018-09-28,050002.OF,1.3132
18,2018-10-31,050002.OF,1.2162
19,2018-11-30,050002.OF,1.2072
20,2018-12-28,050002.OF,1.1616
21,2019-01-31,050002.OF,1.2314
22,2019-02-28,050002.OF,1.3659
23,2019-03-29,050002.OF,1.4415
24,2019-04-30,050002.OF,1.4614
25,2019-05-31,050002.OF,1.3667
26,2019-06-28,050002.OF,1.4457
27,2019-07-31,050002.OF,1.4667
28,2019-08-30,050002.OF,1.4557
29,2019-09-30,050002.OF,1.4589
30,2019-10-31,050002.OF,1.4866
31,2019-11-29,050002.OF,1.4686
32,2019-12-31,050002.OF,1.5631
33,2020-01-23,050002.OF,1.5187
34,2020-02-28,050002.OF,1.4963
35,2020-03-31,050002.OF,1.4072
36,2020-04-30,050002.OF,1.4899
37,2020-05-29,050002.OF,1.4716
38,2020-06-30,050002.OF,1.591
39,2020-07-31,050002.OF,1.7978
40,2020-08-31,050002.OF,1.8502
41,2020-09-30,050002.OF,1.7723
42,2020-10-30,050002.OF,1.8084
43,2020-11-30,050002.OF,1.8972
44,2020-12-31,050002.OF,1.9975
45,2021-01-29,050002.OF,2.0436
46,2021-02-26,050002.OF,2.0342
47,2021-03-31,050002.OF,1.931
48,2021-04-30,050002.OF,1.9642
49,2021-05-31,050002.OF,2.0199
50,2021-06-30,050002.OF,2.004
51,2021-07-30,050002.OF,1.8602
52,2021-08-31,050002.OF,1.8589
53,2021-09-30,050002.OF,1.8697
54,2021-10-29,050002.OF,1.8707
55,2021-11-30,050002.OF,1.8314
56,2021-12-31,050002.OF,1.8536
57,2022-01-28,050002.OF,1.725
58,2022-02-28,050002.OF,1.7525
59,2022-03-01,050002.OF,1.7652
