,time,thscode,netAssetValue
0,2017-04-28,002871.OF,1.17
1,2017-05-31,002871.OF,1.1705
2,2017-06-30,002871.OF,1.1681
3,2017-07-31,002871.OF,1.1832
4,2017-08-31,002871.OF,1.1605
5,2017-09-29,002871.OF,1.1374
6,2017-10-31,002871.OF,1.1104
7,2017-11-30,002871.OF,1.0849
8,2017-12-29,002871.OF,1.0583
9,2018-01-31,002871.OF,0.9834
10,2018-02-28,002871.OF,0.9668
11,2018-03-30,002871.OF,0.9577
12,2018-04-27,002871.OF,0.921
13,2018-05-31,002871.OF,0.8991
14,2018-06-29,002871.OF,0.835
15,2018-07-31,002871.OF,0.8542
16,2018-08-31,002871.OF,0.8106
17,2018-09-28,002871.OF,0.8114
18,2018-10-31,002871.OF,0.7543
19,2018-11-30,002871.OF,0.7647
20,2018-12-28,002871.OF,0.728
21,2019-01-31,002871.OF,0.7557
22,2019-02-28,002871.OF,0.8636
23,2019-03-29,002871.OF,0.9159
24,2019-04-30,002871.OF,0.9122
25,2019-05-31,002871.OF,0.8547
26,2019-06-28,002871.OF,0.88
27,2019-07-31,002871.OF,0.8828
28,2019-08-30,002871.OF,0.8634
29,2019-09-30,002871.OF,0.876
30,2019-10-31,002871.OF,0.8858
31,2019-11-29,002871.OF,0.8745
32,2019-12-31,002871.OF,0.9254
33,2020-01-23,002871.OF,0.9328
34,2020-02-28,002871.OF,0.9419
35,2020-03-31,002871.OF,0.8938
36,2020-04-30,002871.OF,0.9487
37,2020-05-29,002871.OF,0.9602
38,2020-06-30,002871.OF,1.0496
39,2020-07-31,002871.OF,1.1673
40,2020-08-31,002871.OF,1.2068
41,2020-09-30,002871.OF,1.1388
42,2020-10-30,002871.OF,1.1288
43,2020-11-30,002871.OF,1.1289
44,2020-12-31,002871.OF,1.1508
45,2021-01-29,002871.OF,1.1699
46,2021-02-26,002871.OF,1.2177
47,2021-03-31,002871.OF,1.229
48,2021-04-30,002871.OF,1.2892
49,2021-05-31,002871.OF,1.3477
50,2021-06-30,002871.OF,1.4293
51,2021-07-30,002871.OF,1.3863
52,2021-08-31,002871.OF,1.4444
53,2021-09-30,002871.OF,1.4318
54,2021-10-29,002871.OF,1.3896
55,2021-11-30,002871.OF,1.4594
56,2021-12-31,002871.OF,1.478
57,2022-01-28,002871.OF,1.3517
58,2022-02-28,002871.OF,1.4094
59,2022-03-01,002871.OF,1.4155
