,time,thscode,netAssetValue
0,2017-04-28,160225.OF,0.954
1,2017-05-31,160225.OF,0.907
2,2017-06-30,160225.OF,0.9955
3,2017-07-31,160225.OF,1.0787
4,2017-08-31,160225.OF,1.1027
5,2017-09-29,160225.OF,1.2018
6,2017-10-31,160225.OF,1.1702
7,2017-11-30,160225.OF,1.0846
8,2017-12-29,160225.OF,1.0832
9,2018-01-31,160225.OF,1.0243
10,2018-02-28,160225.OF,1.0643
11,2018-03-30,160225.OF,1.0641
12,2018-04-27,160225.OF,0.9704
13,2018-05-31,160225.OF,0.981
14,2018-06-29,160225.OF,0.9055
15,2018-07-31,160225.OF,0.8746
16,2018-08-31,160225.OF,0.7844
17,2018-09-28,160225.OF,0.8042
18,2018-10-31,160225.OF,0.6775
19,2018-11-30,160225.OF,0.7243
20,2018-12-28,160225.OF,0.6891
21,2019-01-31,160225.OF,0.6763
22,2019-02-28,160225.OF,0.8227
23,2019-03-29,160225.OF,0.8411
24,2019-04-30,160225.OF,0.8042
25,2019-05-31,160225.OF,0.7383
26,2019-06-28,160225.OF,0.7436
27,2019-07-31,160225.OF,0.7675
28,2019-08-30,160225.OF,0.7596
29,2019-09-30,160225.OF,0.7709
30,2019-10-31,160225.OF,0.7476
31,2019-11-29,160225.OF,0.7993
32,2019-12-31,160225.OF,0.9058
33,2020-01-23,160225.OF,0.9862
34,2020-02-28,160225.OF,1.0015
35,2020-03-31,160225.OF,0.8558
36,2020-04-30,160225.OF,0.9058
37,2020-05-29,160225.OF,0.9327
38,2020-06-30,160225.OF,1.0444
39,2020-07-31,160225.OF,1.1879
40,2020-08-31,160225.OF,1.1852
41,2020-09-30,160225.OF,1.2039
42,2020-10-30,160225.OF,1.3606
43,2020-11-30,160225.OF,1.5129
44,2020-12-31,160225.OF,1.7434
45,2021-01-29,160225.OF,1.7647
46,2021-02-26,160225.OF,1.6246
47,2021-03-31,160225.OF,1.528
48,2021-04-30,160225.OF,1.6819
49,2021-05-31,160225.OF,1.9168
50,2021-06-30,160225.OF,2.084
51,2021-07-30,160225.OF,2.3085
52,2021-08-31,160225.OF,2.4416
53,2021-09-30,160225.OF,2.2751
54,2021-10-29,160225.OF,2.4712
55,2021-11-30,160225.OF,2.5066
56,2021-12-31,160225.OF,2.2753
57,2022-01-28,160225.OF,2.0424
58,2022-02-28,160225.OF,2.1404
59,2022-03-01,160225.OF,2.1247
