,time,thscode,netAssetValue
0,2017-04-28,001028.OF,0.729
1,2017-05-31,001028.OF,0.695
2,2017-06-30,001028.OF,0.731
3,2017-07-31,001028.OF,0.749
4,2017-08-31,001028.OF,0.774
5,2017-09-29,001028.OF,0.795
6,2017-10-31,001028.OF,0.798
7,2017-11-30,001028.OF,0.77
8,2017-12-29,001028.OF,0.76
9,2018-01-31,001028.OF,0.74
10,2018-02-28,001028.OF,0.737
11,2018-03-30,001028.OF,0.749
12,2018-04-27,001028.OF,0.721
13,2018-05-31,001028.OF,0.705
14,2018-06-29,001028.OF,0.664
15,2018-07-31,001028.OF,0.666
16,2018-08-31,001028.OF,0.619
17,2018-09-28,001028.OF,0.609
18,2018-10-31,001028.OF,0.54
19,2018-11-30,001028.OF,0.559
20,2018-12-28,001028.OF,0.532
21,2019-01-31,001028.OF,0.547
22,2019-02-28,001028.OF,0.658
23,2019-03-29,001028.OF,0.725
24,2019-04-30,001028.OF,0.707
25,2019-05-31,001028.OF,0.661
26,2019-06-28,001028.OF,0.687
27,2019-07-31,001028.OF,0.716
28,2019-08-30,001028.OF,0.739
29,2019-09-30,001028.OF,0.783
30,2019-10-31,001028.OF,0.787
31,2019-11-29,001028.OF,0.799
32,2019-12-31,001028.OF,0.876
33,2020-01-23,001028.OF,0.949
34,2020-02-28,001028.OF,0.996
35,2020-03-31,001028.OF,0.874
36,2020-04-30,001028.OF,0.954
37,2020-05-29,001028.OF,0.967
38,2020-06-30,001028.OF,1.093
39,2020-07-31,001028.OF,1.229
40,2020-08-31,001028.OF,1.214
41,2020-09-30,001028.OF,1.143
42,2020-10-30,001028.OF,1.138
43,2020-11-30,001028.OF,1.181
44,2020-12-31,001028.OF,1.241
45,2021-01-29,001028.OF,1.244
46,2021-02-26,001028.OF,1.22
47,2021-03-31,001028.OF,1.157
48,2021-04-30,001028.OF,1.221
49,2021-05-31,001028.OF,1.317
50,2021-06-30,001028.OF,1.422
51,2021-07-30,001028.OF,1.473
52,2021-08-31,001028.OF,1.503
53,2021-09-30,001028.OF,1.453
54,2021-10-29,001028.OF,1.495
55,2021-11-30,001028.OF,1.578
56,2021-12-31,001028.OF,1.546
57,2022-01-28,001028.OF,1.353
58,2022-02-28,001028.OF,1.395
59,2022-03-01,001028.OF,1.392
