,time,thscode,netAssetValue
0,2017-04-28,001241.OF,0.5798
1,2017-05-31,001241.OF,0.5477
2,2017-06-30,001241.OF,0.5773
3,2017-07-31,001241.OF,0.592
4,2017-08-31,001241.OF,0.608
5,2017-09-29,001241.OF,0.6205
6,2017-10-31,001241.OF,0.6176
7,2017-11-30,001241.OF,0.5934
8,2017-12-29,001241.OF,0.5917
9,2018-01-31,001241.OF,0.586
10,2018-02-28,001241.OF,0.571
11,2018-03-30,001241.OF,0.5794
12,2018-04-27,001241.OF,0.5575
13,2018-05-31,001241.OF,0.5485
14,2018-06-29,001241.OF,0.503
15,2018-07-31,001241.OF,0.5011
16,2018-08-31,001241.OF,0.468
17,2018-09-28,001241.OF,0.4663
18,2018-10-31,001241.OF,0.4181
19,2018-11-30,001241.OF,0.4274
20,2018-12-28,001241.OF,0.4083
21,2019-01-31,001241.OF,0.409
22,2019-02-28,001241.OF,0.4854
23,2019-03-29,001241.OF,0.5336
24,2019-04-30,001241.OF,0.5177
25,2019-05-31,001241.OF,0.4846
26,2019-06-28,001241.OF,0.4884
27,2019-07-31,001241.OF,0.4853
28,2019-08-30,001241.OF,0.4842
29,2019-09-30,001241.OF,0.4889
30,2019-10-31,001241.OF,0.4865
31,2019-11-29,001241.OF,0.4842
32,2019-12-31,001241.OF,0.5179
33,2020-01-23,001241.OF,0.528
34,2020-02-28,001241.OF,0.5351
35,2020-03-31,001241.OF,0.497
36,2020-04-30,001241.OF,0.5258
37,2020-05-29,001241.OF,0.5316
38,2020-06-30,001241.OF,0.5755
39,2020-07-31,001241.OF,0.6445
40,2020-08-31,001241.OF,0.6527
41,2020-09-30,001241.OF,0.6091
42,2020-10-30,001241.OF,0.6023
43,2020-11-30,001241.OF,0.6217
44,2020-12-31,001241.OF,0.6261
45,2021-01-29,001241.OF,0.625
46,2021-02-26,001241.OF,0.6281
47,2021-03-31,001241.OF,0.6196
48,2021-04-30,001241.OF,0.6433
49,2021-05-31,001241.OF,0.6677
50,2021-06-30,001241.OF,0.6771
51,2021-07-30,001241.OF,0.6754
52,2021-08-31,001241.OF,0.7207
53,2021-09-30,001241.OF,0.7053
54,2021-10-29,001241.OF,0.6976
55,2021-11-30,001241.OF,0.719
56,2021-12-31,001241.OF,0.7276
57,2022-01-28,001241.OF,0.6551
58,2022-02-28,001241.OF,0.6801
59,2022-03-01,001241.OF,0.682
