,time,thscode,netAssetValue
0,2017-04-28,320010.OF,1.044
1,2017-05-31,320010.OF,1.097
2,2017-06-30,320010.OF,1.171
3,2017-07-31,320010.OF,1.207
4,2017-08-31,320010.OF,1.24
5,2017-09-29,320010.OF,1.248
6,2017-10-31,320010.OF,1.322
7,2017-11-30,320010.OF,1.349
8,2017-12-29,320010.OF,1.348
9,2018-01-31,320010.OF,1.458
10,2018-02-28,320010.OF,1.363
11,2018-03-30,320010.OF,1.305
12,2018-04-27,320010.OF,1.265
13,2018-05-31,320010.OF,1.288
14,2018-06-29,320010.OF,1.217
15,2018-07-31,320010.OF,1.24
16,2018-08-31,320010.OF,1.197
17,2018-09-28,320010.OF,1.249
18,2018-10-31,320010.OF,1.163
19,2018-11-30,320010.OF,1.16
20,2018-12-28,320010.OF,1.101
21,2019-01-31,320010.OF,1.183
22,2019-02-28,320010.OF,1.327
23,2019-03-29,320010.OF,1.386
24,2019-04-30,320010.OF,1.429
25,2019-05-31,320010.OF,1.339
26,2019-06-28,320010.OF,1.433
27,2019-07-31,320010.OF,1.476
28,2019-08-30,320010.OF,1.483
29,2019-09-30,320010.OF,1.492
30,2019-10-31,320010.OF,1.524
31,2019-11-29,320010.OF,1.502
32,2019-12-31,320010.OF,1.595
33,2020-01-23,320010.OF,1.566
34,2020-02-28,320010.OF,1.543
35,2020-03-31,320010.OF,1.354
36,2020-04-30,320010.OF,1.43
37,2020-05-29,320010.OF,1.425
38,2020-06-30,320010.OF,1.532
39,2020-07-31,320010.OF,1.731
40,2020-08-31,320010.OF,1.829
41,2020-09-30,320010.OF,1.782
42,2020-10-30,320010.OF,1.844
43,2020-11-30,320010.OF,1.977
44,2020-12-31,320010.OF,2.086
45,2021-01-29,320010.OF,2.118
46,2021-02-26,320010.OF,2.122
47,2021-03-31,320010.OF,2.023
48,2021-04-30,320010.OF,2.045
49,2021-05-31,320010.OF,2.112
50,2021-06-30,320010.OF,2.096
51,2021-07-30,320010.OF,1.91
52,2021-08-31,320010.OF,1.912
53,2021-09-30,320010.OF,2.008
54,2021-10-29,320010.OF,2.032
55,2021-11-30,320010.OF,1.994
56,2021-12-31,320010.OF,2.064
57,2022-01-28,320010.OF,1.935
58,2022-02-28,320010.OF,1.927
59,2022-03-01,320010.OF,1.947
