,time,thscode,netAssetValue
0,2017-04-28,519032.OF,1.116
1,2017-05-31,519032.OF,1.106
2,2017-06-30,519032.OF,1.153
3,2017-07-31,519032.OF,1.155
4,2017-08-31,519032.OF,1.162
5,2017-09-29,519032.OF,1.175
6,2017-10-31,519032.OF,1.224
7,2017-11-30,519032.OF,1.2
8,2017-12-29,519032.OF,1.212
9,2018-01-31,519032.OF,1.243
10,2018-02-28,519032.OF,1.2
11,2018-03-30,519032.OF,1.191
12,2018-04-27,519032.OF,1.145
13,2018-05-31,519032.OF,1.202
14,2018-06-29,519032.OF,1.134
15,2018-07-31,519032.OF,1.139
16,2018-08-31,519032.OF,1.076
17,2018-09-28,519032.OF,1.108
18,2018-10-31,519032.OF,0.962
19,2018-11-30,519032.OF,0.977
20,2018-12-28,519032.OF,0.962
21,2019-01-31,519032.OF,0.987
22,2019-02-28,519032.OF,1.105
23,2019-03-29,519032.OF,1.17
24,2019-04-30,519032.OF,1.181
25,2019-05-31,519032.OF,1.099
26,2019-06-28,519032.OF,1.154
27,2019-07-31,519032.OF,1.155
28,2019-08-30,519032.OF,1.188
29,2019-09-30,519032.OF,1.178
30,2019-10-31,519032.OF,1.187
31,2019-11-29,519032.OF,1.169
32,2019-12-31,519032.OF,1.219
33,2020-01-23,519032.OF,1.208
34,2020-02-28,519032.OF,1.213
35,2020-03-31,519032.OF,1.176
36,2020-04-30,519032.OF,1.239
37,2020-05-29,519032.OF,1.247
38,2020-06-30,519032.OF,1.36
39,2020-07-31,519032.OF,1.531
40,2020-08-31,519032.OF,1.574
41,2020-09-30,519032.OF,1.49
42,2020-10-30,519032.OF,1.504
43,2020-11-30,519032.OF,1.547
44,2020-12-31,519032.OF,1.702
45,2021-01-29,519032.OF,1.746
46,2021-02-26,519032.OF,1.713
47,2021-03-31,519032.OF,1.622
48,2021-04-30,519032.OF,1.642
49,2021-05-31,519032.OF,1.71
50,2021-06-30,519032.OF,1.707
51,2021-07-30,519032.OF,1.61
52,2021-08-31,519032.OF,1.576
53,2021-09-30,519032.OF,1.63
54,2021-10-29,519032.OF,1.649
55,2021-11-30,519032.OF,1.626
56,2021-12-31,519032.OF,1.6672
57,2022-01-28,519032.OF,1.5099
58,2022-02-28,519032.OF,1.5247
59,2022-03-01,519032.OF,1.5452
