,time,thscode,netAssetValue
0,2017-04-28,001528.OF,1.182
1,2017-05-31,001528.OF,1.212
2,2017-06-30,001528.OF,1.279
3,2017-07-31,001528.OF,1.248
4,2017-08-31,001528.OF,1.287
5,2017-09-29,001528.OF,1.343
6,2017-10-31,001528.OF,1.447
7,2017-11-30,001528.OF,1.419
8,2017-12-29,001528.OF,1.49
9,2018-01-31,001528.OF,1.577
10,2018-02-28,001528.OF,1.493
11,2018-03-30,001528.OF,1.467
12,2018-04-27,001528.OF,1.43
13,2018-05-31,001528.OF,1.538
14,2018-06-29,001528.OF,1.446
15,2018-07-31,001528.OF,1.442
16,2018-08-31,001528.OF,1.361
17,2018-09-28,001528.OF,1.404
18,2018-10-31,001528.OF,1.289
19,2018-11-30,001528.OF,1.283
20,2018-12-28,001528.OF,1.247
21,2019-01-31,001528.OF,1.304
22,2019-02-28,001528.OF,1.403
23,2019-03-29,001528.OF,1.421
24,2019-04-30,001528.OF,1.451
25,2019-05-31,001528.OF,1.374
26,2019-06-28,001528.OF,1.472
27,2019-07-31,001528.OF,1.481
28,2019-08-30,001528.OF,1.48
29,2019-09-30,001528.OF,1.48
30,2019-10-31,001528.OF,1.496
31,2019-11-29,001528.OF,1.515
32,2019-12-31,001528.OF,1.605
33,2020-01-23,001528.OF,1.623
34,2020-02-28,001528.OF,1.643
35,2020-03-31,001528.OF,1.532
36,2020-04-30,001528.OF,1.564
37,2020-05-29,001528.OF,1.633
38,2020-06-30,001528.OF,1.727
39,2020-07-31,001528.OF,2.024
40,2020-08-31,001528.OF,2.188
41,2020-09-30,001528.OF,2.079
42,2020-10-30,001528.OF,2.147
43,2020-11-30,001528.OF,2.209
44,2020-12-31,001528.OF,2.346
45,2021-01-29,001528.OF,2.513
46,2021-02-26,001528.OF,2.493
47,2021-03-31,001528.OF,2.454
48,2021-04-30,001528.OF,2.474
49,2021-05-31,001528.OF,2.505
50,2021-06-30,001528.OF,2.634
51,2021-07-30,001528.OF,2.621
52,2021-08-31,001528.OF,2.633
53,2021-09-30,001528.OF,2.652
54,2021-10-29,001528.OF,2.679
55,2021-11-30,001528.OF,2.725
56,2021-12-31,001528.OF,2.82
57,2022-01-28,001528.OF,2.548
58,2022-02-28,001528.OF,2.525
59,2022-03-01,001528.OF,2.543
