,time,thscode,netAssetValue
0,2017-04-28,162714.OF,1.0213
1,2017-05-31,162714.OF,1.0128
2,2017-06-30,162714.OF,1.1021
3,2017-07-31,162714.OF,1.1086
4,2017-08-31,162714.OF,1.1401
5,2017-09-29,162714.OF,1.1781
6,2017-10-31,162714.OF,1.2483
7,2017-11-30,162714.OF,1.2158
8,2017-12-29,162714.OF,1.2449
9,2018-01-31,162714.OF,1.2635
10,2018-02-28,162714.OF,1.2142
11,2018-03-30,162714.OF,1.1884
12,2018-04-27,162714.OF,1.122
13,2018-05-31,162714.OF,1.147
14,2018-06-29,162714.OF,1.0638
15,2018-07-31,162714.OF,1.0392
16,2018-08-31,162714.OF,0.9622
17,2018-09-28,162714.OF,0.9627
18,2018-10-31,162714.OF,0.861
19,2018-11-30,162714.OF,0.8865
20,2018-12-28,162714.OF,0.8345
21,2019-01-31,162714.OF,0.8606
22,2019-02-28,162714.OF,1.0346
23,2019-03-29,162714.OF,1.1257
24,2019-04-30,162714.OF,1.1203
25,2019-05-31,162714.OF,1.043
26,2019-06-28,162714.OF,1.0888
27,2019-07-31,162714.OF,1.122
28,2019-08-30,162714.OF,1.1326
29,2019-09-30,162714.OF,1.1367
30,2019-10-31,162714.OF,1.1777
31,2019-11-29,162714.OF,1.1683
32,2019-12-31,162714.OF,1.2588
33,2020-01-23,162714.OF,1.2392
34,2020-02-28,162714.OF,1.2695
35,2020-03-31,162714.OF,1.156
36,2020-04-30,162714.OF,1.2396
37,2020-05-29,162714.OF,1.2394
38,2020-06-30,162714.OF,1.3911
39,2020-07-31,162714.OF,1.5892
40,2020-08-31,162714.OF,1.6136
41,2020-09-30,162714.OF,1.5277
42,2020-10-30,162714.OF,1.6016
43,2020-11-30,162714.OF,1.6517
44,2020-12-31,162714.OF,1.7825
45,2021-01-29,162714.OF,1.8561
46,2021-02-26,162714.OF,1.8063
47,2021-03-31,162714.OF,1.7001
48,2021-04-30,162714.OF,1.7997
49,2021-05-31,162714.OF,1.8584
50,2021-06-30,162714.OF,1.8694
51,2021-07-30,162714.OF,1.7447
52,2021-08-31,162714.OF,1.695
53,2021-09-30,162714.OF,1.7176
54,2021-10-29,162714.OF,1.7514
55,2021-11-30,162714.OF,1.7535
56,2021-12-31,162714.OF,1.7598
57,2022-01-28,162714.OF,1.6095
58,2022-02-28,162714.OF,1.5876
59,2022-03-01,162714.OF,1.5955
