,time,thscode,netAssetValue
0,2017-04-28,001230.OF,0.52
1,2017-05-31,001230.OF,0.517
2,2017-06-30,001230.OF,0.544
3,2017-07-31,001230.OF,0.508
4,2017-08-31,001230.OF,0.511
5,2017-09-29,001230.OF,0.528
6,2017-10-31,001230.OF,0.569
7,2017-11-30,001230.OF,0.542
8,2017-12-29,001230.OF,0.565
9,2018-01-31,001230.OF,0.548
10,2018-02-28,001230.OF,0.532
11,2018-03-30,001230.OF,0.581
12,2018-04-27,001230.OF,0.596
13,2018-05-31,001230.OF,0.654
14,2018-06-29,001230.OF,0.623
15,2018-07-31,001230.OF,0.577
16,2018-08-31,001230.OF,0.543
17,2018-09-28,001230.OF,0.539
18,2018-10-31,001230.OF,0.471
19,2018-11-30,001230.OF,0.474
20,2018-12-28,001230.OF,0.437
21,2019-01-31,001230.OF,0.433
22,2019-02-28,001230.OF,0.507
23,2019-03-29,001230.OF,0.564
24,2019-04-30,001230.OF,0.554
25,2019-05-31,001230.OF,0.555
26,2019-06-28,001230.OF,0.575
27,2019-07-31,001230.OF,0.573
28,2019-08-30,001230.OF,0.612
29,2019-09-30,001230.OF,0.628
30,2019-10-31,001230.OF,0.657
31,2019-11-29,001230.OF,0.633
32,2019-12-31,001230.OF,0.642
33,2020-01-23,001230.OF,0.677
34,2020-02-28,001230.OF,0.703
35,2020-03-31,001230.OF,0.705
36,2020-04-30,001230.OF,0.766
37,2020-05-29,001230.OF,0.831
38,2020-06-30,001230.OF,0.98
39,2020-07-31,001230.OF,1.101
40,2020-08-31,001230.OF,1.112
41,2020-09-30,001230.OF,1.05
42,2020-10-30,001230.OF,1.12
43,2020-11-30,001230.OF,1.068
44,2020-12-31,001230.OF,1.294
45,2021-01-29,001230.OF,1.379
46,2021-02-26,001230.OF,1.302
47,2021-03-31,001230.OF,1.294
48,2021-04-30,001230.OF,1.396
49,2021-05-31,001230.OF,1.448
50,2021-06-30,001230.OF,1.474
51,2021-07-30,001230.OF,1.322
52,2021-08-31,001230.OF,1.194
53,2021-09-30,001230.OF,1.295
54,2021-10-29,001230.OF,1.235
55,2021-11-30,001230.OF,1.231
56,2021-12-31,001230.OF,1.227
57,2022-01-28,001230.OF,1.052
58,2022-02-28,001230.OF,1.055
59,2022-03-01,001230.OF,1.071
