,time,thscode,netAssetValue
0,2017-04-28,160637.OF,0.863
1,2017-05-31,160637.OF,0.824
2,2017-06-30,160637.OF,0.852
3,2017-07-31,160637.OF,0.809
4,2017-08-31,160637.OF,0.858
5,2017-09-29,160637.OF,0.865
6,2017-10-31,160637.OF,0.856
7,2017-11-30,160637.OF,0.799
8,2017-12-29,160637.OF,0.769
9,2018-01-31,160637.OF,0.761
10,2018-02-28,160637.OF,0.77
11,2018-03-30,160637.OF,0.833
12,2018-04-27,160637.OF,0.792
13,2018-05-31,160637.OF,0.77
14,2018-06-29,160637.OF,0.714
15,2018-07-31,160637.OF,0.694
16,2018-08-31,160637.OF,0.991
17,2018-09-28,160637.OF,0.975
18,2018-10-31,160637.OF,0.887
19,2018-11-30,160637.OF,0.917
20,2018-12-28,160637.OF,0.863
21,2019-01-31,160637.OF,0.846
22,2019-02-28,160637.OF,1.046
23,2019-03-29,160637.OF,1.149
24,2019-04-30,160637.OF,1.104
25,2019-05-31,160637.OF,1.015
26,2019-06-28,160637.OF,1.032
27,2019-07-31,160637.OF,1.071
28,2019-08-30,160637.OF,1.096
29,2019-09-30,160637.OF,1.105
30,2019-10-31,160637.OF,1.134
31,2019-11-29,160637.OF,1.129
32,2019-12-31,160637.OF,1.191
33,2020-01-23,160637.OF,1.27
34,2020-02-28,160637.OF,1.345
35,2020-03-31,160637.OF,1.221
36,2020-04-30,160637.OF,1.342
37,2020-05-29,160637.OF,1.354
38,2020-06-30,160637.OF,1.038
39,2020-07-31,160637.OF,1.187
40,2020-08-31,160637.OF,1.177
41,2020-09-30,160637.OF,1.122
42,2020-10-30,160637.OF,1.16
43,2020-11-30,160637.OF,1.149
44,2020-12-31,160637.OF,1.275
45,2021-01-29,160637.OF,1.34
46,2021-02-26,160637.OF,1.252
47,2021-03-31,160637.OF,1.192
48,2021-04-30,160637.OF,1.336
49,2021-05-31,160637.OF,1.425
50,2021-06-30,160637.OF,1.504
51,2021-07-30,160637.OF,1.499
52,2021-08-31,160637.OF,1.412
53,2021-09-30,160637.OF,1.427
54,2021-10-29,160637.OF,1.469
55,2021-11-30,160637.OF,1.533
56,2021-12-31,160637.OF,1.463
57,2022-01-28,160637.OF,1.292
58,2022-02-28,160637.OF,1.278
59,2022-03-01,160637.OF,1.28
