,time,thscode,netAssetValue
0,2017-04-28,160634.OF,1.135
1,2017-05-31,160634.OF,1.068
2,2017-06-30,160634.OF,1.112
3,2017-07-31,160634.OF,1.105
4,2017-08-31,160634.OF,1.142
5,2017-09-29,160634.OF,1.199
6,2017-10-31,160634.OF,1.21
7,2017-11-30,160634.OF,1.118
8,2017-12-29,160634.OF,1.116
9,2018-01-31,160634.OF,1.064
10,2018-02-28,160634.OF,1.03
11,2018-03-30,160634.OF,1.058
12,2018-04-27,160634.OF,1.008
13,2018-05-31,160634.OF,0.969
14,2018-06-29,160634.OF,0.873
15,2018-07-31,160634.OF,0.86
16,2018-08-31,160634.OF,0.776
17,2018-09-28,160634.OF,0.765
18,2018-10-31,160634.OF,0.686
19,2018-11-30,160634.OF,0.689
20,2018-12-28,160634.OF,0.669
21,2019-01-31,160634.OF,0.665
22,2019-02-28,160634.OF,0.782
23,2019-03-29,160634.OF,0.841
24,2019-04-30,160634.OF,0.798
25,2019-05-31,160634.OF,0.753
26,2019-06-28,160634.OF,0.757
27,2019-07-31,160634.OF,0.752
28,2019-08-30,160634.OF,0.736
29,2019-09-30,160634.OF,0.746
30,2019-10-31,160634.OF,0.732
31,2019-11-29,160634.OF,0.719
32,2019-12-31,160634.OF,0.78
33,2020-01-23,160634.OF,0.814
34,2020-02-28,160634.OF,0.816
35,2020-03-31,160634.OF,0.733
36,2020-04-30,160634.OF,0.771
37,2020-05-29,160634.OF,0.77
38,2020-06-30,160634.OF,0.844
39,2020-07-31,160634.OF,0.963
40,2020-08-31,160634.OF,0.977
41,2020-09-30,160634.OF,0.969
42,2020-10-30,160634.OF,1.008
43,2020-11-30,160634.OF,1.02
44,2020-12-31,160634.OF,1.172
45,2021-01-29,160634.OF,1.228
46,2021-02-26,160634.OF,1.157
47,2021-03-31,160634.OF,1.116
48,2021-04-30,160634.OF,1.176
49,2021-05-31,160634.OF,1.29
50,2021-06-30,160634.OF,1.456
51,2021-07-30,160634.OF,1.603
52,2021-08-31,160634.OF,1.742
53,2021-09-30,160634.OF,1.737
54,2021-10-29,160634.OF,1.876
55,2021-11-30,160634.OF,1.849
56,2021-12-31,160634.OF,1.755
57,2022-01-28,160634.OF,1.572
58,2022-02-28,160634.OF,1.65
59,2022-03-01,160634.OF,1.653
