,time,thscode,netAssetValue
0,2017-04-28,001714.OF,1.22
1,2017-05-31,001714.OF,1.199
2,2017-06-30,001714.OF,1.286
3,2017-07-31,001714.OF,1.255
4,2017-08-31,001714.OF,1.263
5,2017-09-29,001714.OF,1.374
6,2017-10-31,001714.OF,1.456
7,2017-11-30,001714.OF,1.4
8,2017-12-29,001714.OF,1.476
9,2018-01-31,001714.OF,1.542
10,2018-02-28,001714.OF,1.504
11,2018-03-30,001714.OF,1.508
12,2018-04-27,001714.OF,1.473
13,2018-05-31,001714.OF,1.545
14,2018-06-29,001714.OF,1.471
15,2018-07-31,001714.OF,1.46
16,2018-08-31,001714.OF,1.374
17,2018-09-28,001714.OF,1.413
18,2018-10-31,001714.OF,1.3
19,2018-11-30,001714.OF,1.335
20,2018-12-28,001714.OF,1.326
21,2019-01-31,001714.OF,1.389
22,2019-02-28,001714.OF,1.597
23,2019-03-29,001714.OF,1.687
24,2019-04-30,001714.OF,1.702
25,2019-05-31,001714.OF,1.582
26,2019-06-28,001714.OF,1.464
27,2019-07-31,001714.OF,1.529
28,2019-08-30,001714.OF,1.585
29,2019-09-30,001714.OF,1.662
30,2019-10-31,001714.OF,1.681
31,2019-11-29,001714.OF,1.702
32,2019-12-31,001714.OF,1.848
33,2020-01-23,001714.OF,1.93
34,2020-02-28,001714.OF,2.01
35,2020-03-31,001714.OF,1.855
36,2020-04-30,001714.OF,2.034
37,2020-05-29,001714.OF,2.128
38,2020-06-30,001714.OF,2.466
39,2020-07-31,001714.OF,2.809
40,2020-08-31,001714.OF,2.961
41,2020-09-30,001714.OF,2.868
42,2020-10-30,001714.OF,2.98
43,2020-11-30,001714.OF,3.002
44,2020-12-31,001714.OF,3.309
45,2021-01-29,001714.OF,3.438
46,2021-02-26,001714.OF,3.353
47,2021-03-31,001714.OF,3.225
48,2021-04-30,001714.OF,3.493
49,2021-05-31,001714.OF,3.672
50,2021-06-30,001714.OF,3.757
51,2021-07-30,001714.OF,3.556
52,2021-08-31,001714.OF,3.52
53,2021-09-30,001714.OF,3.452
54,2021-10-29,001714.OF,3.611
55,2021-11-30,001714.OF,3.643
56,2021-12-31,001714.OF,3.651
57,2022-01-28,001714.OF,3.358
58,2022-02-28,001714.OF,3.26
59,2022-03-01,001714.OF,3.291
