,time,thscode,netAssetValue
0,2017-04-28,004241.OF,1.0802
1,2017-05-31,004241.OF,1.092
2,2017-06-30,004241.OF,1.1644
3,2017-07-31,004241.OF,1.201
4,2017-08-31,004241.OF,1.2342
5,2017-09-29,004241.OF,1.2431
6,2017-10-31,004241.OF,1.279
7,2017-11-30,004241.OF,1.2912
8,2017-12-29,004241.OF,1.2108
9,2018-01-31,004241.OF,1.2255
10,2018-02-28,004241.OF,1.2167
11,2018-03-30,004241.OF,1.2353
12,2018-04-27,004241.OF,1.1939
13,2018-05-31,004241.OF,1.2056
14,2018-06-29,004241.OF,1.1284
15,2018-07-31,004241.OF,1.1302
16,2018-08-31,004241.OF,1.1086
17,2018-09-28,004241.OF,1.1023
18,2018-10-31,004241.OF,1.0381
19,2018-11-30,004241.OF,1.0639
20,2018-12-28,004241.OF,1.0177
21,2019-01-31,004241.OF,1.0616
22,2019-02-28,004241.OF,1.2503
23,2019-03-29,004241.OF,1.3428
24,2019-04-30,004241.OF,1.3196
25,2019-05-31,004241.OF,1.2243
26,2019-06-28,004241.OF,1.2893
27,2019-07-31,004241.OF,1.3534
28,2019-08-30,004241.OF,1.4052
29,2019-09-30,004241.OF,1.4515
30,2019-10-31,004241.OF,1.441
31,2019-11-29,004241.OF,1.4678
32,2019-12-31,004241.OF,1.5876
33,2020-01-23,004241.OF,1.6358
34,2020-02-28,004241.OF,1.6898
35,2020-03-31,004241.OF,1.5017
36,2020-04-30,004241.OF,1.6077
37,2020-05-29,004241.OF,1.6424
38,2020-06-30,004241.OF,1.7575
39,2020-07-31,004241.OF,1.9536
40,2020-08-31,004241.OF,1.9271
41,2020-09-30,004241.OF,1.8306
42,2020-10-30,004241.OF,1.7083
43,2020-11-30,004241.OF,1.8161
44,2020-12-31,004241.OF,2.0361
45,2021-01-29,004241.OF,1.9699
46,2021-02-26,004241.OF,1.8978
47,2021-03-31,004241.OF,1.7644
48,2021-04-30,004241.OF,1.8616
49,2021-05-31,004241.OF,1.9509
50,2021-06-30,004241.OF,1.9953
51,2021-07-30,004241.OF,1.8928
52,2021-08-31,004241.OF,1.937
53,2021-09-30,004241.OF,1.7894
54,2021-10-29,004241.OF,1.8599
55,2021-11-30,004241.OF,1.8393
56,2021-12-31,004241.OF,1.8143
57,2022-01-28,004241.OF,1.6025
58,2022-02-28,004241.OF,1.6173
59,2022-03-01,004241.OF,1.6205
