,time,thscode,netAssetValue
0,2017-04-28,001521.OF,1.132
1,2017-05-31,001521.OF,1.109
2,2017-06-30,001521.OF,1.125
3,2017-07-31,001521.OF,1.126
4,2017-08-31,001521.OF,1.134
5,2017-09-29,001521.OF,1.163
6,2017-10-31,001521.OF,1.253
7,2017-11-30,001521.OF,1.202
8,2017-12-29,001521.OF,1.226
9,2018-01-31,001521.OF,1.207
10,2018-02-28,001521.OF,1.2
11,2018-03-30,001521.OF,1.182
12,2018-04-27,001521.OF,1.113
13,2018-05-31,001521.OF,1.13
14,2018-06-29,001521.OF,1.049
15,2018-07-31,001521.OF,1.035
16,2018-08-31,001521.OF,0.969
17,2018-09-28,001521.OF,0.934
18,2018-10-31,001521.OF,0.836
19,2018-11-30,001521.OF,0.851
20,2018-12-28,001521.OF,0.828
21,2019-01-31,001521.OF,0.857
22,2019-02-28,001521.OF,0.978
23,2019-03-29,001521.OF,1.046
24,2019-04-30,001521.OF,1.013
25,2019-05-31,001521.OF,0.943
26,2019-06-28,001521.OF,0.979
27,2019-07-31,001521.OF,1.019
28,2019-08-30,001521.OF,0.999
29,2019-09-30,001521.OF,1.06
30,2019-10-31,001521.OF,1.092
31,2019-11-29,001521.OF,1.11
32,2019-12-31,001521.OF,1.226
33,2020-01-23,001521.OF,1.295
34,2020-02-28,001521.OF,1.302
35,2020-03-31,001521.OF,1.079
36,2020-04-30,001521.OF,1.211
37,2020-05-29,001521.OF,1.264
38,2020-06-30,001521.OF,1.435
39,2020-07-31,001521.OF,1.589
40,2020-08-31,001521.OF,1.595
41,2020-09-30,001521.OF,1.577
42,2020-10-30,001521.OF,1.575
43,2020-11-30,001521.OF,1.618
44,2020-12-31,001521.OF,1.672
45,2021-01-29,001521.OF,1.732
46,2021-02-26,001521.OF,1.737
47,2021-03-31,001521.OF,1.687
48,2021-04-30,001521.OF,1.775
49,2021-05-31,001521.OF,1.85
50,2021-06-30,001521.OF,1.985
51,2021-07-30,001521.OF,2.013
52,2021-08-31,001521.OF,2.091
53,2021-09-30,001521.OF,1.9
54,2021-10-29,001521.OF,1.973
55,2021-11-30,001521.OF,2.132
56,2021-12-31,001521.OF,2.111
57,2022-01-28,001521.OF,1.84
58,2022-02-28,001521.OF,1.9
59,2022-03-01,001521.OF,1.897
