,time,thscode,netAssetValue
0,2017-04-28,159905.OF,1.2907
1,2017-05-31,159905.OF,1.3273
2,2017-06-30,159905.OF,1.4709
3,2017-07-31,159905.OF,1.4776
4,2017-08-31,159905.OF,1.4873
5,2017-09-29,159905.OF,1.5375
6,2017-10-31,159905.OF,1.6515
7,2017-11-30,159905.OF,1.6686
8,2017-12-29,159905.OF,1.7371
9,2018-01-31,159905.OF,1.8975
10,2018-02-28,159905.OF,1.7395
11,2018-03-30,159905.OF,1.6587
12,2018-04-27,159905.OF,1.5981
13,2018-05-31,159905.OF,1.6497
14,2018-06-29,159905.OF,1.5167
15,2018-07-31,159905.OF,1.4785
16,2018-08-31,159905.OF,1.3746
17,2018-09-28,159905.OF,1.4089
18,2018-10-31,159905.OF,1.2759
19,2018-11-30,159905.OF,1.3309
20,2018-12-28,159905.OF,1.2807
21,2019-01-31,159905.OF,1.4249
22,2019-02-28,159905.OF,1.626
23,2019-03-29,159905.OF,1.801
24,2019-04-30,159905.OF,1.8545
25,2019-05-31,159905.OF,1.7419
26,2019-06-28,159905.OF,1.8302
27,2019-07-31,159905.OF,1.8736
28,2019-08-30,159905.OF,1.8977
29,2019-09-30,159905.OF,1.8662
30,2019-10-31,159905.OF,1.9399
31,2019-11-29,159905.OF,1.896
32,2019-12-31,159905.OF,2.0492
33,2020-01-23,159905.OF,1.9677
34,2020-02-28,159905.OF,1.9115
35,2020-03-31,159905.OF,1.7527
36,2020-04-30,159905.OF,1.8795
37,2020-05-29,159905.OF,1.8838
38,2020-06-30,159905.OF,2.0244
39,2020-07-31,159905.OF,2.303
40,2020-08-31,159905.OF,2.4255
41,2020-09-30,159905.OF,2.2918
42,2020-10-30,159905.OF,2.4351
43,2020-11-30,159905.OF,2.6395
44,2020-12-31,159905.OF,2.7483
45,2021-01-29,159905.OF,2.8457
46,2021-02-26,159905.OF,2.8768
47,2021-03-31,159905.OF,2.7182
48,2021-04-30,159905.OF,2.7721
49,2021-05-31,159905.OF,2.8015
50,2021-06-30,159905.OF,2.6175
51,2021-07-30,159905.OF,2.2615
52,2021-08-31,159905.OF,2.2434
53,2021-09-30,159905.OF,2.3402
54,2021-10-29,159905.OF,2.3078
55,2021-11-30,159905.OF,2.2724
56,2021-12-31,159905.OF,2.3981
57,2022-01-28,159905.OF,2.2633
58,2022-02-28,159905.OF,2.2017
59,2022-03-01,159905.OF,2.2284
