,time,thscode,netAssetValue
0,2017-04-28,202211.OF,1.168
1,2017-05-31,202211.OF,1.156
2,2017-06-30,202211.OF,1.186
3,2017-07-31,202211.OF,1.188
4,2017-08-31,202211.OF,1.196
5,2017-09-29,202211.OF,1.198
6,2017-10-31,202211.OF,1.2
7,2017-11-30,202211.OF,1.183
8,2017-12-29,202211.OF,1.178
9,2018-01-31,202211.OF,1.139
10,2018-02-28,202211.OF,1.1052
11,2018-03-30,202211.OF,1.0605
12,2018-04-27,202211.OF,1.0253
13,2018-05-31,202211.OF,1.0395
14,2018-06-29,202211.OF,0.9826
15,2018-07-31,202211.OF,0.9997
16,2018-08-31,202211.OF,0.9643
17,2018-09-28,202211.OF,1.0046
18,2018-10-31,202211.OF,0.9359
19,2018-11-30,202211.OF,0.9334
20,2018-12-28,202211.OF,0.8892
21,2019-01-31,202211.OF,0.95
22,2019-02-28,202211.OF,1.0577
23,2019-03-29,202211.OF,1.0982
24,2019-04-30,202211.OF,1.1296
25,2019-05-31,202211.OF,1.0592
26,2019-06-28,202211.OF,1.1289
27,2019-07-31,202211.OF,1.1389
28,2019-08-30,202211.OF,1.1462
29,2019-09-30,202211.OF,1.1525
30,2019-10-31,202211.OF,1.1776
31,2019-11-29,202211.OF,1.1584
32,2019-12-31,202211.OF,1.2297
33,2020-01-23,202211.OF,1.1955
34,2020-02-28,202211.OF,1.1774
35,2020-03-31,202211.OF,1.1154
36,2020-04-30,202211.OF,1.1853
37,2020-05-29,202211.OF,1.175
38,2020-06-30,202211.OF,1.2571
39,2020-07-31,202211.OF,1.4133
40,2020-08-31,202211.OF,1.504
41,2020-09-30,202211.OF,1.4682
42,2020-10-30,202211.OF,1.5167
43,2020-11-30,202211.OF,1.617
44,2020-12-31,202211.OF,1.694
45,2021-01-29,202211.OF,1.7437
46,2021-02-26,202211.OF,1.7511
47,2021-03-31,202211.OF,1.6692
48,2021-04-30,202211.OF,1.6873
49,2021-05-31,202211.OF,1.7499
50,2021-06-30,202211.OF,1.7197
51,2021-07-30,202211.OF,1.5612
52,2021-08-31,202211.OF,1.5629
53,2021-09-30,202211.OF,1.6268
54,2021-10-29,202211.OF,1.6474
55,2021-11-30,202211.OF,1.6087
56,2021-12-31,202211.OF,1.6555
57,2022-01-28,202211.OF,1.5588
58,2022-02-28,202211.OF,1.5503
59,2022-03-01,202211.OF,1.5657
