,time,thscode,netAssetValue
0,2017-04-28,168204.OF,0.731
1,2017-05-31,168204.OF,0.699
2,2017-06-30,168204.OF,0.76
3,2017-07-31,168204.OF,0.883
4,2017-08-31,168204.OF,0.91
5,2017-09-29,168204.OF,0.862
6,2017-10-31,168204.OF,0.796
7,2017-11-30,168204.OF,0.808
8,2017-12-29,168204.OF,0.767
9,2018-01-31,168204.OF,0.819
10,2018-02-28,168204.OF,0.764
11,2018-03-30,168204.OF,0.683
12,2018-04-27,168204.OF,0.656
13,2018-05-31,168204.OF,1.0
14,2018-06-29,168204.OF,0.966
15,2018-07-31,168204.OF,0.946
16,2018-08-31,168204.OF,0.908
17,2018-09-28,168204.OF,0.932
18,2018-10-31,168204.OF,0.911
19,2018-11-30,168204.OF,0.862
20,2018-12-28,168204.OF,0.798
21,2019-01-31,168204.OF,0.829
22,2019-02-28,168204.OF,0.938
23,2019-03-29,168204.OF,0.975
24,2019-04-30,168204.OF,1.021
25,2019-05-31,168204.OF,0.937
26,2019-06-28,168204.OF,0.938
27,2019-07-31,168204.OF,0.929
28,2019-08-30,168204.OF,0.88
29,2019-09-30,168204.OF,0.875
30,2019-10-31,168204.OF,0.852
31,2019-11-29,168204.OF,0.856
32,2019-12-31,168204.OF,0.874
33,2020-01-23,168204.OF,0.816
34,2020-02-28,168204.OF,0.775
35,2020-03-31,168204.OF,0.741
36,2020-04-30,168204.OF,0.733
37,2020-05-29,168204.OF,0.731
38,2020-06-30,168204.OF,0.749
39,2020-07-31,168204.OF,0.853
40,2020-08-31,168204.OF,0.862
41,2020-09-30,168204.OF,0.841
42,2020-10-30,168204.OF,0.841
43,2020-11-30,168204.OF,0.983
44,2020-12-31,168204.OF,0.974
45,2021-01-29,168204.OF,0.898
46,2021-02-26,168204.OF,0.941
47,2021-03-31,168204.OF,0.991
48,2021-04-30,168204.OF,1.057
49,2021-05-31,168204.OF,1.126
50,2021-06-30,168204.OF,1.197
51,2021-07-30,168204.OF,1.276
52,2021-08-31,168204.OF,1.646
53,2021-09-30,168204.OF,1.684
54,2021-10-29,168204.OF,1.438
55,2021-11-30,168204.OF,1.364
56,2021-12-31,168204.OF,1.451
57,2022-01-28,168204.OF,1.386
58,2022-02-28,168204.OF,1.596
59,2022-03-01,168204.OF,1.633
