,time,thscode,netAssetValue
0,2017-04-28,160223.OF,0.8655
1,2017-05-31,160223.OF,0.8279
2,2017-06-30,160223.OF,0.8548
3,2017-07-31,160223.OF,0.8149
4,2017-08-31,160223.OF,0.8638
5,2017-09-29,160223.OF,0.8725
6,2017-10-31,160223.OF,0.8703
7,2017-11-30,160223.OF,0.8215
8,2017-12-29,160223.OF,0.8114
9,2018-01-31,160223.OF,0.8034
10,2018-02-28,160223.OF,0.8136
11,2018-03-30,160223.OF,0.8827
12,2018-04-27,160223.OF,0.8413
13,2018-05-31,160223.OF,0.8174
14,2018-06-29,160223.OF,0.7597
15,2018-07-31,160223.OF,0.742
16,2018-08-31,160223.OF,0.6867
17,2018-09-28,160223.OF,0.6754
18,2018-10-31,160223.OF,0.6142
19,2018-11-30,160223.OF,0.6371
20,2018-12-28,160223.OF,0.5992
21,2019-01-31,160223.OF,0.5895
22,2019-02-28,160223.OF,0.7272
23,2019-03-29,160223.OF,0.8003
24,2019-04-30,160223.OF,0.7705
25,2019-05-31,160223.OF,0.7105
26,2019-06-28,160223.OF,0.727
27,2019-07-31,160223.OF,0.7546
28,2019-08-30,160223.OF,0.773
29,2019-09-30,160223.OF,0.7804
30,2019-10-31,160223.OF,0.8004
31,2019-11-29,160223.OF,0.7982
32,2019-12-31,160223.OF,0.8598
33,2020-01-23,160223.OF,0.917
34,2020-02-28,160223.OF,0.9777
35,2020-03-31,160223.OF,0.8897
36,2020-04-30,160223.OF,0.9752
37,2020-05-29,160223.OF,0.9866
38,2020-06-30,160223.OF,1.1482
39,2020-07-31,160223.OF,1.3022
40,2020-08-31,160223.OF,1.2687
41,2020-09-30,160223.OF,1.2165
42,2020-10-30,160223.OF,1.2633
43,2020-11-30,160223.OF,1.255
44,2020-12-31,160223.OF,1.4208
45,2021-01-29,160223.OF,1.4985
46,2021-02-26,160223.OF,1.4087
47,2021-03-31,160223.OF,1.3452
48,2021-04-30,160223.OF,1.5067
49,2021-05-31,160223.OF,1.6086
50,2021-06-30,160223.OF,1.6972
51,2021-07-30,160223.OF,1.6903
52,2021-08-31,160223.OF,1.593
53,2021-09-30,160223.OF,1.6117
54,2021-10-29,160223.OF,1.6551
55,2021-11-30,160223.OF,1.7237
56,2021-12-31,160223.OF,1.6583
57,2022-01-28,160223.OF,1.4648
58,2022-02-28,160223.OF,1.4473
59,2022-03-01,160223.OF,1.4499
