,time,thscode,netAssetValue
0,2017-04-28,512640.OF,1.6255
1,2017-05-31,512640.OF,1.6982
2,2017-06-30,512640.OF,1.7645
3,2017-07-31,512640.OF,1.8517
4,2017-08-31,512640.OF,1.9107
5,2017-09-29,512640.OF,1.8801
6,2017-10-31,512640.OF,1.921
7,2017-11-30,512640.OF,1.9708
8,2017-12-29,512640.OF,1.9255
9,2018-01-31,512640.OF,2.1238
10,2018-02-28,512640.OF,1.925
11,2018-03-30,512640.OF,1.8364
12,2018-04-27,512640.OF,1.7739
13,2018-05-31,512640.OF,1.7171
14,2018-06-29,512640.OF,1.6021
15,2018-07-31,512640.OF,1.6625
16,2018-08-31,512640.OF,1.6363
17,2018-09-28,512640.OF,1.7119
18,2018-10-31,512640.OF,1.6777
19,2018-11-30,512640.OF,1.6647
20,2018-12-28,512640.OF,1.5507
21,2019-01-31,512640.OF,1.6806
22,2019-02-28,512640.OF,1.9037
23,2019-03-29,512640.OF,1.9961
24,2019-04-30,512640.OF,2.0264
25,2019-05-31,512640.OF,1.882
26,2019-06-28,512640.OF,2.0095
27,2019-07-31,512640.OF,2.0162
28,2019-08-30,512640.OF,1.9225
29,2019-09-30,512640.OF,1.9546
30,2019-10-31,512640.OF,1.9958
31,2019-11-29,512640.OF,1.9501
32,2019-12-31,512640.OF,2.0923
33,2020-01-23,512640.OF,1.994
34,2020-02-28,512640.OF,1.9099
35,2020-03-31,512640.OF,1.7812
36,2020-04-30,512640.OF,1.8587
37,2020-05-29,512640.OF,1.7958
38,2020-06-30,512640.OF,1.8645
39,2020-07-31,512640.OF,2.0631
40,2020-08-31,512640.OF,2.1435
41,2020-09-30,512640.OF,2.0834
42,2020-10-30,512640.OF,2.0839
43,2020-11-30,512640.OF,2.263
44,2020-12-31,512640.OF,2.2159
45,2021-01-29,512640.OF,2.1899
46,2021-02-26,512640.OF,2.2494
47,2021-03-31,512640.OF,2.1863
48,2021-04-30,512640.OF,2.1345
49,2021-05-31,512640.OF,2.2484
50,2021-06-30,512640.OF,2.1305
51,2021-07-30,512640.OF,1.9046
52,2021-08-31,512640.OF,1.9883
53,2021-09-30,512640.OF,2.0277
54,2021-10-29,512640.OF,2.0182
55,2021-11-30,512640.OF,1.9711
56,2021-12-31,512640.OF,2.0411
57,2022-01-28,512640.OF,2.0064
58,2022-02-28,512640.OF,1.983
59,2022-03-01,512640.OF,2.0023
