,time,thscode,netAssetValue
0,2017-04-28,001236.OF,0.779
1,2017-05-31,001236.OF,0.734
2,2017-06-30,001236.OF,0.765
3,2017-07-31,001236.OF,0.819
4,2017-08-31,001236.OF,0.852
5,2017-09-29,001236.OF,0.892
6,2017-10-31,001236.OF,0.919
7,2017-11-30,001236.OF,0.906
8,2017-12-29,001236.OF,0.932
9,2018-01-31,001236.OF,1.01
10,2018-02-28,001236.OF,0.958
11,2018-03-30,001236.OF,0.962
12,2018-04-27,001236.OF,0.927
13,2018-05-31,001236.OF,0.908
14,2018-06-29,001236.OF,0.889
15,2018-07-31,001236.OF,0.886
16,2018-08-31,001236.OF,0.836
17,2018-09-28,001236.OF,0.836
18,2018-10-31,001236.OF,0.774
19,2018-11-30,001236.OF,0.785
20,2018-12-28,001236.OF,0.762
21,2019-01-31,001236.OF,0.786
22,2019-02-28,001236.OF,0.884
23,2019-03-29,001236.OF,0.943
24,2019-04-30,001236.OF,0.9
25,2019-05-31,001236.OF,0.863
26,2019-06-28,001236.OF,0.901
27,2019-07-31,001236.OF,0.93
28,2019-08-30,001236.OF,0.966
29,2019-09-30,001236.OF,0.984
30,2019-10-31,001236.OF,1.0
31,2019-11-29,001236.OF,1.03
32,2019-12-31,001236.OF,1.136
33,2020-01-23,001236.OF,1.149
34,2020-02-28,001236.OF,1.203
35,2020-03-31,001236.OF,1.081
36,2020-04-30,001236.OF,1.189
37,2020-05-29,001236.OF,1.189
38,2020-06-30,001236.OF,1.369
39,2020-07-31,001236.OF,1.641
40,2020-08-31,001236.OF,1.671
41,2020-09-30,001236.OF,1.604
42,2020-10-30,001236.OF,1.708
43,2020-11-30,001236.OF,1.843
44,2020-12-31,001236.OF,2.006
45,2021-01-29,001236.OF,2.164
46,2021-02-26,001236.OF,2.122
47,2021-03-31,001236.OF,2.007
48,2021-04-30,001236.OF,2.089
49,2021-05-31,001236.OF,2.147
50,2021-06-30,001236.OF,2.223
51,2021-07-30,001236.OF,2.367
52,2021-08-31,001236.OF,2.345
53,2021-09-30,001236.OF,2.288
54,2021-10-29,001236.OF,2.32
55,2021-11-30,001236.OF,2.372
56,2021-12-31,001236.OF,2.255
57,2022-01-28,001236.OF,2.03
58,2022-02-28,001236.OF,2.07
59,2022-03-01,001236.OF,2.07
