,time,thscode,netAssetValue
0,2017-04-28,519300.OF,1.007
1,2017-05-31,519300.OF,1.0126
2,2017-06-30,519300.OF,1.0637
3,2017-07-31,519300.OF,1.0922
4,2017-08-31,519300.OF,1.1169
5,2017-09-29,519300.OF,1.1196
6,2017-10-31,519300.OF,1.1606
7,2017-11-30,519300.OF,1.1564
8,2017-12-29,519300.OF,1.1626
9,2018-01-31,519300.OF,1.1405
10,2018-02-28,519300.OF,1.0808
11,2018-03-30,519300.OF,1.0512
12,2018-04-27,519300.OF,1.0153
13,2018-05-31,519300.OF,1.0255
14,2018-06-29,519300.OF,0.9599
15,2018-07-31,519300.OF,0.9678
16,2018-08-31,519300.OF,0.9189
17,2018-09-28,519300.OF,0.9435
18,2018-10-31,519300.OF,0.864
19,2018-11-30,519300.OF,0.8714
20,2018-12-28,519300.OF,0.8307
21,2019-01-31,519300.OF,0.8702
22,2019-02-28,519300.OF,0.9986
23,2019-03-29,519300.OF,1.0522
24,2019-04-30,519300.OF,1.0502
25,2019-05-31,519300.OF,0.9818
26,2019-06-28,519300.OF,1.0324
27,2019-07-31,519300.OF,1.0444
28,2019-08-30,519300.OF,1.0339
29,2019-09-30,519300.OF,1.0389
30,2019-10-31,519300.OF,1.0541
31,2019-11-29,519300.OF,1.0419
32,2019-12-31,519300.OF,1.1122
33,2020-01-23,519300.OF,1.04
34,2020-02-28,519300.OF,1.0255
35,2020-03-31,519300.OF,0.9673
36,2020-04-30,519300.OF,1.0214
37,2020-05-29,519300.OF,1.0128
38,2020-06-30,519300.OF,1.0892
39,2020-07-31,519300.OF,1.2454
40,2020-08-31,519300.OF,1.2891
41,2020-09-30,519300.OF,1.2301
42,2020-10-30,519300.OF,1.2521
43,2020-11-30,519300.OF,1.3247
44,2020-12-31,519300.OF,1.3697
45,2021-01-29,519300.OF,1.2227
46,2021-02-26,519300.OF,1.2295
47,2021-03-31,519300.OF,1.176
48,2021-04-30,519300.OF,1.189
49,2021-05-31,519300.OF,1.2312
50,2021-06-30,519300.OF,1.2132
51,2021-07-30,519300.OF,1.1306
52,2021-08-31,519300.OF,1.1321
53,2021-09-30,519300.OF,1.1554
54,2021-10-29,519300.OF,1.1608
55,2021-11-30,519300.OF,1.1467
56,2021-12-31,519300.OF,1.1769
57,2022-01-28,519300.OF,1.0945
58,2022-02-28,519300.OF,1.0976
59,2022-03-01,519300.OF,1.1061
