,time,thscode,netAssetValue
0,2017-04-28,540010.OF,1.9243
1,2017-05-31,540010.OF,1.8669
2,2017-06-30,540010.OF,1.968
3,2017-07-31,540010.OF,1.9446
4,2017-08-31,540010.OF,2.0301
5,2017-09-29,540010.OF,2.0414
6,2017-10-31,540010.OF,2.1171
7,2017-11-30,540010.OF,2.0081
8,2017-12-29,540010.OF,1.9745
9,2018-01-31,540010.OF,1.8392
10,2018-02-28,540010.OF,1.9757
11,2018-03-30,540010.OF,2.0021
12,2018-04-27,540010.OF,1.8354
13,2018-05-31,540010.OF,1.8173
14,2018-06-29,540010.OF,1.7156
15,2018-07-31,540010.OF,1.7267
16,2018-08-31,540010.OF,1.6379
17,2018-09-28,540010.OF,1.4855
18,2018-10-31,540010.OF,1.4155
19,2018-11-30,540010.OF,1.4116
20,2018-12-28,540010.OF,1.3463
21,2019-01-31,540010.OF,1.3801
22,2019-02-28,540010.OF,1.7439
23,2019-03-29,540010.OF,1.8528
24,2019-04-30,540010.OF,1.7486
25,2019-05-31,540010.OF,1.5711
26,2019-06-28,540010.OF,1.6916
27,2019-07-31,540010.OF,1.7771
28,2019-08-30,540010.OF,1.8789
29,2019-09-30,540010.OF,1.979
30,2019-10-31,540010.OF,2.0358
31,2019-11-29,540010.OF,2.0859
32,2019-12-31,540010.OF,2.2675
33,2020-01-23,540010.OF,2.5991
34,2020-02-28,540010.OF,2.8154
35,2020-03-31,540010.OF,2.3394
36,2020-04-30,540010.OF,2.6911
37,2020-05-29,540010.OF,2.6526
38,2020-06-30,540010.OF,3.2689
39,2020-07-31,540010.OF,3.6008
40,2020-08-31,540010.OF,3.4522
41,2020-09-30,540010.OF,3.2713
42,2020-10-30,540010.OF,3.1033
43,2020-11-30,540010.OF,3.1818
44,2020-12-31,540010.OF,3.3149
45,2021-01-29,540010.OF,3.2893
46,2021-02-26,540010.OF,2.9665
47,2021-03-31,540010.OF,2.6687
48,2021-04-30,540010.OF,2.9864
49,2021-05-31,540010.OF,3.1978
50,2021-06-30,540010.OF,3.4836
51,2021-07-30,540010.OF,3.4951
52,2021-08-31,540010.OF,3.4134
53,2021-09-30,540010.OF,3.3031
54,2021-10-29,540010.OF,3.3806
55,2021-11-30,540010.OF,3.5855
56,2021-12-31,540010.OF,3.381
57,2022-01-28,540010.OF,2.9461
58,2022-02-28,540010.OF,2.9935
59,2022-03-01,540010.OF,2.98
