,time,thscode,netAssetValue
0,2017-04-28,003366.OF,0.99
1,2017-05-31,003366.OF,0.916
2,2017-06-30,003366.OF,0.978
3,2017-07-31,003366.OF,1.042
4,2017-08-31,003366.OF,1.065
5,2017-09-29,003366.OF,1.076
6,2017-10-31,003366.OF,1.051
7,2017-11-30,003366.OF,1.039
8,2017-12-29,003366.OF,1.014
9,2018-01-31,003366.OF,1.024
10,2018-02-28,003366.OF,1.016
11,2018-03-30,003366.OF,0.997
12,2018-04-27,003366.OF,0.947
13,2018-05-31,003366.OF,0.922
14,2018-06-29,003366.OF,0.853
15,2018-07-31,003366.OF,0.856
16,2018-08-31,003366.OF,0.78
17,2018-09-28,003366.OF,0.758
18,2018-10-31,003366.OF,0.682
19,2018-11-30,003366.OF,0.691
20,2018-12-28,003366.OF,0.653
21,2019-01-31,003366.OF,0.64
22,2019-02-28,003366.OF,0.773
23,2019-03-29,003366.OF,0.858
24,2019-04-30,003366.OF,0.852
25,2019-05-31,003366.OF,0.811
26,2019-06-28,003366.OF,0.817
27,2019-07-31,003366.OF,0.814
28,2019-08-30,003366.OF,0.797
29,2019-09-30,003366.OF,0.805
30,2019-10-31,003366.OF,0.833
31,2019-11-29,003366.OF,0.818
32,2019-12-31,003366.OF,0.892
33,2020-01-23,003366.OF,0.896
34,2020-02-28,003366.OF,0.885
35,2020-03-31,003366.OF,0.866
36,2020-04-30,003366.OF,0.889
37,2020-05-29,003366.OF,0.906
38,2020-06-30,003366.OF,1.042
39,2020-07-31,003366.OF,1.205
40,2020-08-31,003366.OF,1.21
41,2020-09-30,003366.OF,1.119
42,2020-10-30,003366.OF,1.112
43,2020-11-30,003366.OF,1.091
44,2020-12-31,003366.OF,1.135
45,2021-01-29,003366.OF,1.165
46,2021-02-26,003366.OF,1.121
47,2021-03-31,003366.OF,1.061
48,2021-04-30,003366.OF,1.075
49,2021-05-31,003366.OF,1.065
50,2021-06-30,003366.OF,1.056
51,2021-07-30,003366.OF,1.03
52,2021-08-31,003366.OF,1.095
53,2021-09-30,003366.OF,1.068
54,2021-10-29,003366.OF,1.017
55,2021-11-30,003366.OF,1.052
56,2021-12-31,003366.OF,1.043
57,2022-01-28,003366.OF,0.951
58,2022-02-28,003366.OF,1.006
59,2022-03-01,003366.OF,1.007
