,time,thscode,netAssetValue
0,2017-04-28,163808.OF,1.087
1,2017-05-31,163808.OF,1.14
2,2017-06-30,163808.OF,1.198
3,2017-07-31,163808.OF,1.233
4,2017-08-31,163808.OF,1.264
5,2017-09-29,163808.OF,1.274
6,2017-10-31,163808.OF,1.348
7,2017-11-30,163808.OF,1.363
8,2017-12-29,163808.OF,1.372
9,2018-01-31,163808.OF,1.484
10,2018-02-28,163808.OF,1.388
11,2018-03-30,163808.OF,1.33
12,2018-04-27,163808.OF,1.288
13,2018-05-31,163808.OF,1.308
14,2018-06-29,163808.OF,1.243
15,2018-07-31,163808.OF,1.268
16,2018-08-31,163808.OF,1.222
17,2018-09-28,163808.OF,1.275
18,2018-10-31,163808.OF,1.186
19,2018-11-30,163808.OF,1.181
20,2018-12-28,163808.OF,1.125
21,2019-01-31,163808.OF,1.206
22,2019-02-28,163808.OF,1.348
23,2019-03-29,163808.OF,1.402
24,2019-04-30,163808.OF,1.446
25,2019-05-31,163808.OF,1.353
26,2019-06-28,163808.OF,1.447
27,2019-07-31,163808.OF,1.502
28,2019-08-30,163808.OF,1.501
29,2019-09-30,163808.OF,1.506
30,2019-10-31,163808.OF,1.537
31,2019-11-29,163808.OF,1.51
32,2019-12-31,163808.OF,1.599
33,2020-01-23,163808.OF,1.549
34,2020-02-28,163808.OF,1.52
35,2020-03-31,163808.OF,1.441
36,2020-04-30,163808.OF,1.526
37,2020-05-29,163808.OF,1.51
38,2020-06-30,163808.OF,1.621
39,2020-07-31,163808.OF,1.851
40,2020-08-31,163808.OF,1.951
41,2020-09-30,163808.OF,1.893
42,2020-10-30,163808.OF,1.956
43,2020-11-30,163808.OF,2.085
44,2020-12-31,163808.OF,2.203
45,2021-01-29,163808.OF,2.271
46,2021-02-26,163808.OF,2.279
47,2021-03-31,163808.OF,2.166
48,2021-04-30,163808.OF,2.187
49,2021-05-31,163808.OF,2.259
50,2021-06-30,163808.OF,2.209
51,2021-07-30,163808.OF,1.997
52,2021-08-31,163808.OF,1.993
53,2021-09-30,163808.OF,2.072
54,2021-10-29,163808.OF,2.099
55,2021-11-30,163808.OF,2.045
56,2021-12-31,163808.OF,2.095
57,2022-01-28,163808.OF,1.97
58,2022-02-28,163808.OF,1.958
59,2022-03-01,163808.OF,1.978
